UserID,UserName,Age,Gender,Email,TotalCourses,TotalSpending,AverageSpending,AverageCourseRating,PreferredCategory,PreferredLevel,DiversityScore,EnrollmentFrequency,LearningDepthIndex,Cluster
U00596,hshaw,26,1,harmonkaren@outlook.com,2,177.34,88.67,3.605,5,0,2,2,0.5,1
U00597,suzanne13,28,0,julielivingston@gmail.com,1,248.1,248.1,1.2,0,1,1,1,0.0,2
U00598,acraig,28,1,simpsonmichael@gmail.com,1,415.51,415.51,3.11,0,2,1,1,0.0,2
U00599,kristinharrison,33,1,joseph09@yahoo.com,1,0.0,0.0,1.73,7,2,1,1,0.0,0
U00600,philip29,21,1,rebekah00@gmail.com,1,0.0,0.0,2.14,5,1,1,1,0.0,0
U00601,ginawilkins,24,1,annjenkins@outlook.com,1,0.0,0.0,2.67,11,0,1,1,1.0,1
U00602,chowell,25,0,jessefisher@gmail.com,3,0.0,0.0,3.85,5,1,3,3,0.0,0
U00603,xbryant,35,1,cruzkatherine@gmail.com,2,0.78,0.39,3.995,6,0,2,2,1.0,1
U00604,mercedes21,30,0,jonathanmorales@hotmail.com,14,662.4399999999999,47.317142857142855,2.843571428571429,7,0,9,14,0.8571428571428571,3
U00605,graypatricia,30,0,rebecca06@gmail.com,3,117.68,39.22666666666667,3.643333333333333,0,0,3,3,0.5,1
U00606,tiffanywilliams,33,0,fhawkins@yahoo.com,2,0.0,0.0,3.255,1,0,2,2,0.5,1
U00607,bobby98,30,1,crios@outlook.com,2,285.99,142.995,1.25,0,0,2,2,0.5,1
U00608,adrianconley,31,1,autumnlee@gmail.com,1,0.0,0.0,2.43,9,2,1,1,0.0,0
U00609,marissa45,33,0,colin68@hotmail.com,4,327.99,81.9975,2.8275,1,0,4,4,0.6666666666666666,1
U00610,ericcraig,19,1,martineztimothy@gmail.com,1,0.0,0.0,4.79,8,0,1,1,1.0,1
U00611,christophercontreras,30,1,jamescampbell@yahoo.com,2,415.51,207.755,3.065,0,2,2,2,0.0,2
U00612,kellytaylor,23,1,shawbrenda@hotmail.com,1,57.32,57.32,4.74,11,0,1,1,1.0,1
U00613,jessica15,24,1,osmith@outlook.com,2,490.9,245.45,2.915,0,1,2,2,0.0,2
U00614,samuelmiles,23,0,carlos12@outlook.com,1,0.0,0.0,4.44,5,1,1,1,0.0,0
U00615,mrobinson,20,1,linda21@hotmail.com,1,0.0,0.0,3.15,1,0,1,1,1.0,1
U00616,joshua33,19,0,mariacontreras@yahoo.com,2,0.0,0.0,3.035,2,1,2,2,0.0,0
U00617,bradyolivia,18,0,glennhill@outlook.com,1,0.0,0.0,3.02,3,2,1,1,0.0,0
U00618,rlee,22,1,palmerdawn@outlook.com,1,0.0,0.0,2.14,5,1,1,1,0.0,0
U00619,brittanymclean,32,0,vwilliams@yahoo.com,12,636.6500000000001,53.054166666666674,3.4450000000000003,2,2,9,12,1.3333333333333333,3
U00620,antonio11,30,1,newmanrichard@gmail.com,1,0.0,0.0,1.59,6,0,1,1,1.0,1
U00621,smithjill,20,1,justinmendez@yahoo.com,2,0.0,0.0,1.975,9,0,2,2,0.5,1
U00622,xhernandez,28,0,hoodmelinda@yahoo.com,13,524.05,40.31153846153846,3.527692307692308,3,0,8,13,1.5,3
U00623,omar61,23,0,diana26@yahoo.com,2,119.04,59.52,3.705,5,2,2,2,0.0,0
U00624,reneeanderson,34,0,jasonsmith@outlook.com,2,0.0,0.0,3.915,4,1,2,2,0.0,0
U00625,kimberly36,28,1,jeffreyhernandez@gmail.com,4,394.26,98.565,3.1950000000000003,2,2,3,4,1.0,0
U00626,emily75,19,1,morganheather@hotmail.com,1,177.34,177.34,3.89,5,0,1,1,1.0,1
U00627,robertsdavid,34,0,theresa32@outlook.com,4,487.92,121.98,1.945,7,1,3,4,0.3333333333333333,0
U00628,david75,32,0,brittany51@outlook.com,2,472.28,236.14,4.03,9,1,2,2,0.0,2
U00629,toni46,20,0,rickybruce@outlook.com,1,0.0,0.0,2.61,4,0,1,1,1.0,1
U00630,trevorwhite,17,1,ksmith@outlook.com,3,296.38,98.79333333333334,3.5933333333333333,6,0,2,3,0.5,1
U00631,heathdonna,20,1,aliciathomas@yahoo.com,2,0.0,0.0,4.19,2,0,2,2,1.0,1
U00632,zknox,26,0,mcneildaniel@hotmail.com,1,0.0,0.0,1.81,7,0,1,1,1.0,1
U00633,reidlisa,35,0,alexanderblack@gmail.com,14,1177.45,84.10357142857143,2.855,1,0,9,14,2.333333333333333,3
U00634,bradley56,15,0,prestonemily@gmail.com,3,276.37,92.12333333333332,3.44,4,0,2,3,3.0,1
U00635,dmahoney,26,0,rolsen@yahoo.com,1,0.0,0.0,4.73,7,2,1,1,0.0,0
U00636,parkermaria,21,0,fgarza@yahoo.com,13,1701.73,130.9023076923077,3.174615384615385,1,1,10,13,0.6666666666666666,3
U00637,kbrandt,22,0,rruiz@outlook.com,2,529.6,264.8,4.74,9,0,2,2,0.5,2
U00638,austin36,19,0,moyerbrian@outlook.com,2,57.32,28.66,3.705,11,0,1,2,2.0,1
U00639,wscott,33,0,joshuaharrell@hotmail.com,14,1010.86,72.20428571428572,3.0192857142857146,2,0,8,14,1.2,3
U00640,jon73,31,1,yjackson@gmail.com,1,490.9,490.9,4.55,0,1,1,1,0.0,2
U00641,nancy60,32,1,kayleewashington@gmail.com,1,342.61,342.61,4.84,10,2,1,1,0.0,2
U00642,rmeza,17,1,christopherfarrell@yahoo.com,2,0.0,0.0,2.66,1,0,2,2,0.5,1
U00643,cynthia57,20,0,nthomas@gmail.com,1,327.99,327.99,1.51,10,1,1,1,0.0,2
U00644,montgomerykathleen,20,0,ymata@hotmail.com,1,0.0,0.0,2.88,9,1,1,1,0.0,0
U00645,dennis23,23,0,johnsonkimberly@yahoo.com,1,299.57,299.57,3.74,3,1,1,1,0.0,2
U00646,smurphy,29,0,jamie76@hotmail.com,1,0.0,0.0,2.88,9,1,1,1,0.0,0
U00647,richard50,26,0,jwatkins@outlook.com,1,487.92,487.92,3.64,1,0,1,1,1.0,2
U00648,madeline85,19,1,mcclainderrick@yahoo.com,2,472.28,236.14,4.7,5,1,2,2,0.0,2
U00649,thomaslawson,32,1,thomas06@outlook.com,1,415.51,415.51,3.11,0,2,1,1,0.0,2
U00650,xknapp,26,0,samuelolson@hotmail.com,1,0.0,0.0,4.72,8,2,1,1,0.0,0
U00651,mmeadows,29,1,johnwright@hotmail.com,4,296.38,74.095,3.3425,9,1,3,4,0.3333333333333333,0
U00652,cwebb,16,0,cassidyanderson@gmail.com,2,394.26,197.13,2.335,2,1,2,2,0.0,2
U00653,terrigreen,15,1,michelle26@yahoo.com,1,346.71,346.71,1.23,10,0,1,1,1.0,1
U00654,ehall,24,1,brandon30@gmail.com,2,53.86,26.93,1.875,6,1,2,2,0.0,0
U00655,jbailey,33,0,bmason@gmail.com,1,53.86,53.86,2.47,6,1,1,1,0.0,0
U00656,vanessapearson,31,1,johnbarnett@hotmail.com,1,0.0,0.0,4.14,6,1,1,1,0.0,0
U00657,bensonandrew,23,1,swilson@hotmail.com,1,89.59,89.59,2.68,0,2,1,1,0.0,0
U00658,djohnston,23,0,timothyfarmer@yahoo.com,1,0.0,0.0,4.66,5,2,1,1,0.0,0
U00659,dbennett,33,1,rebekahjacobson@hotmail.com,2,0.0,0.0,4.41,6,1,2,2,0.0,0
U00660,gardnerjohn,22,1,harrisdavid@outlook.com,2,577.51,288.755,3.16,0,0,2,2,1.0,2
U00661,robert38,23,0,curtispaul@gmail.com,4,212.39,53.0975,2.87,9,2,3,4,0.5,0
U00662,greggcarter,30,0,debra93@gmail.com,1,285.05,285.05,1.96,1,1,1,1,0.0,2
U00663,brittneysanders,35,1,elowe@yahoo.com,1,285.05,285.05,1.96,1,1,1,1,0.0,2
U00664,lopezashley,17,1,jeremy21@outlook.com,1,117.68,117.68,2.57,3,0,1,1,1.0,1
U00665,laura09,35,1,millersonya@yahoo.com,1,37.89,37.89,1.3,11,0,1,1,1.0,1
U00666,idavis,30,0,lucasderek@hotmail.com,12,969.72,80.81,2.910833333333333,10,0,9,12,1.5,3
U00667,oconnorjennifer,18,0,emily56@gmail.com,2,212.39,106.195,3.065,5,0,2,2,2.0,1
U00668,jeffreybishop,34,0,hernandezthomas@yahoo.com,2,0.0,0.0,4.32,8,0,2,2,0.5,1
U00669,yvette06,20,0,joseph22@hotmail.com,1,248.1,248.1,1.2,0,1,1,1,0.0,2
U00670,david51,17,1,nathan64@gmail.com,2,0.0,0.0,4.52,2,1,2,2,0.0,0
U00671,brandonsteele,18,0,louis72@gmail.com,1,0.0,0.0,3.15,1,0,1,1,1.0,1
U00672,andersonanita,15,1,derrick43@gmail.com,1,0.0,0.0,4.11,8,2,1,1,0.0,0
U00673,michaeldavid,24,0,harveytaylor@gmail.com,2,380.5,190.25,3.07,10,0,2,2,1.0,1
U00674,stephen71,21,1,zoliver@hotmail.com,1,0.0,0.0,2.0,1,0,1,1,1.0,1
U00675,hollandashley,20,0,courtneybryant@yahoo.com,1,0.0,0.0,2.01,8,0,1,1,1.0,1
U00676,qwilliams,32,1,scott24@yahoo.com,2,0.0,0.0,3.155,4,0,2,2,2.0,1
U00677,jodynolan,35,0,lhill@outlook.com,1,415.51,415.51,3.11,0,2,1,1,0.0,2
U00678,brooksheather,33,0,danielmelendez@outlook.com,1,0.0,0.0,4.14,6,1,1,1,0.0,0
U00679,morganscott,28,1,michellelang@yahoo.com,1,276.37,276.37,2.72,4,0,1,1,1.0,1
U00680,patricia23,35,0,martinburch@yahoo.com,1,487.92,487.92,3.64,1,0,1,1,1.0,2
U00681,mary67,32,1,henglish@gmail.com,2,0.0,0.0,3.3,1,0,2,2,1.0,1
U00682,moneill,33,1,imiles@yahoo.com,1,0.0,0.0,4.44,5,1,1,1,0.0,0
U00683,fernandeznathan,20,0,paulsanchez@yahoo.com,1,0.0,0.0,2.61,4,0,1,1,1.0,1
U00684,kennethjohnston,28,0,bradfordwayne@gmail.com,3,0.0,0.0,3.0666666666666664,4,0,2,3,1.0,1
U00685,nwashington,29,0,tracey29@gmail.com,1,487.92,487.92,3.64,1,0,1,1,1.0,2
U00686,kjohnson,35,0,ojames@hotmail.com,1,0.0,0.0,2.2,11,1,1,1,0.0,0
U00687,richard03,29,0,smithadam@yahoo.com,15,1775.49,118.366,2.806,11,1,11,15,0.7142857142857143,3
U00688,cassandra27,30,0,allen54@gmail.com,2,0.78,0.39,2.85,7,0,1,2,2.0,1
U00689,mary45,19,0,jennifersmith@outlook.com,2,0.0,0.0,3.67,4,0,2,2,1.0,1
U00690,chad34,29,0,laurie35@outlook.com,1,0.0,0.0,4.66,5,2,1,1,0.0,0
U00691,bthompson,16,0,ehebert@outlook.com,1,0.0,0.0,2.61,4,0,1,1,1.0,1
U00692,ramirezcarol,27,1,turnerkathleen@hotmail.com,1,0.0,0.0,3.45,10,2,1,1,0.0,0
U00693,sawyerjustin,35,0,tracyhernandez@hotmail.com,1,57.32,57.32,4.74,11,0,1,1,1.0,1
U00694,gthompson,33,0,brownrachel@gmail.com,1,0.0,0.0,3.6,3,2,1,1,0.0,0
U00695,escobardaniel,31,0,michaelwilliams@yahoo.com,1,0.0,0.0,4.45,4,0,1,1,1.0,1
U00696,edwardbryant,25,1,rpratt@outlook.com,1,0.0,0.0,3.45,10,2,1,1,0.0,0
U00697,rebekah50,32,0,sean35@hotmail.com,1,0.0,0.0,3.85,9,1,1,1,0.0,0
U00698,petersonkaren,32,0,sanchezlawrence@outlook.com,2,37.89,18.945,3.045,8,0,2,2,2.0,1
U00699,noah18,20,1,armstrongdanielle@yahoo.com,2,0.0,0.0,3.265,7,0,2,2,1.0,1
U00700,amyarnold,25,1,rkelly@yahoo.com,1,117.68,117.68,2.57,3,0,1,1,1.0,1
U00701,alexis83,32,1,wcowan@yahoo.com,14,1435.67,102.54785714285715,3.005,1,0,10,14,1.0,3
U00702,robertwashington,22,0,jason32@outlook.com,3,0.0,0.0,2.5066666666666664,4,0,3,3,1.0,1
U00703,traviswilson,32,0,holmesjustin@yahoo.com,3,469.37,156.45666666666668,2.6533333333333333,0,0,3,3,0.5,1
U00704,veronica98,30,1,john82@outlook.com,13,1528.24,117.55692307692308,3.506153846153846,10,1,8,13,0.6666666666666666,3
U00705,lynnburke,15,1,navarrosteven@gmail.com,1,0.0,0.0,4.79,8,0,1,1,1.0,1
U00706,jonesmary,21,1,jonespatricia@outlook.com,2,787.49,393.745,3.69,1,0,2,2,0.5,2
U00707,eric25,29,1,nathanthomas@hotmail.com,1,0.0,0.0,4.51,4,1,1,1,0.0,0
U00708,rodney07,29,0,stephaniedavis@outlook.com,1,0.0,0.0,4.72,8,2,1,1,0.0,0
U00709,ygregory,23,0,nsmith@yahoo.com,14,1042.92,74.49428571428572,3.5092857142857143,5,0,10,14,0.8333333333333334,3
U00710,virginia47,19,1,mullinsdavid@outlook.com,1,248.1,248.1,1.2,0,1,1,1,0.0,2
U00711,ataylor,27,1,allenerica@outlook.com,2,327.99,163.995,2.415,10,1,2,2,0.0,0
U00712,wendybrown,27,0,jarvischelsea@outlook.com,2,0.0,0.0,3.05,1,0,2,2,1.0,1
U00713,joseph60,17,0,nancy15@outlook.com,1,472.28,472.28,4.74,9,1,1,1,0.0,2
U00714,curtissmith,25,1,rgreene@gmail.com,3,0.0,0.0,4.273333333333333,3,1,3,3,0.0,0
U00715,teresalynn,25,0,christopher01@gmail.com,1,0.0,0.0,3.15,1,0,1,1,1.0,1
U00716,victoriawalter,29,1,cjones@gmail.com,4,295.02,73.755,3.005,3,0,3,4,1.0,1
U00717,michaeljohnson,34,0,webernicholas@yahoo.com,1,0.0,0.0,1.91,2,2,1,1,0.0,0
U00718,christopher99,27,0,mia13@yahoo.com,2,285.05,142.525,2.42,1,1,2,2,0.0,2
U00719,diazlinda,25,0,nmiller@yahoo.com,1,117.68,117.68,2.57,3,0,1,1,1.0,1
U00720,coleashley,17,0,briggsgrant@hotmail.com,1,415.51,415.51,3.11,0,2,1,1,0.0,2
U00721,adavenport,20,0,cgriffin@outlook.com,1,0.0,0.0,2.61,4,0,1,1,1.0,1
U00722,smontgomery,16,0,michaelhunter@gmail.com,3,276.37,92.12333333333332,1.95,1,0,3,3,1.0,1
U00723,tcolon,35,1,benjamin17@hotmail.com,14,1213.66,86.69000000000001,3.0942857142857143,10,0,10,14,0.8333333333333334,3
U00724,elizabeth68,16,0,patrick77@hotmail.com,15,1375.81,91.72066666666666,3.530666666666667,1,2,9,15,1.0,3
U00725,martinbarbara,28,0,christine02@gmail.com,1,0.0,0.0,3.32,11,1,1,1,0.0,0
U00726,ssanchez,26,0,erikamccann@outlook.com,1,472.28,472.28,4.74,9,1,1,1,0.0,2
U00727,jeffreystewart,33,0,tsexton@gmail.com,4,389.73,97.4325,3.0225,5,0,3,4,4.0,1
U00728,teresa67,17,1,christopher71@hotmail.com,1,0.0,0.0,4.11,8,2,1,1,0.0,0
U00729,vsmith,30,1,william39@yahoo.com,2,0.0,0.0,3.835,8,0,2,2,0.5,1
U00730,nbuckley,30,1,ianderson@hotmail.com,2,487.92,243.96,3.31,1,0,2,2,2.0,1
U00731,duane21,16,1,spearsmitchell@outlook.com,2,285.05,142.525,2.64,1,1,2,2,0.0,2
U00732,andrew96,22,1,darryllucas@hotmail.com,1,394.26,394.26,1.35,2,2,1,1,0.0,2
U00733,evansjill,28,0,randyberry@yahoo.com,1,0.0,0.0,2.61,4,0,1,1,1.0,1
U00734,georgemartin,20,1,christophercox@outlook.com,4,299.57,74.8925,2.7875,3,0,3,4,1.0,1
U00735,brian79,17,1,mejiaveronica@gmail.com,2,212.39,106.195,2.575,1,0,2,2,2.0,1
U00736,yarmstrong,19,0,miranda26@yahoo.com,1,0.0,0.0,4.73,7,2,1,1,0.0,0
U00737,david99,18,1,ddaniel@outlook.com,2,207.27,103.635,2.625,0,0,2,2,1.0,1
U00738,kevin65,29,0,christopherharris@gmail.com,3,250.28,83.42666666666666,3.1300000000000003,2,0,3,3,1.0,1
U00739,robinsonaaron,25,0,katie36@gmail.com,1,0.0,0.0,4.1,6,2,1,1,0.0,0
U00740,lrodgers,34,0,pamerickson@hotmail.com,1,327.99,327.99,1.51,10,1,1,1,0.0,2
U00741,joseph57,33,0,robertbennett@hotmail.com,4,461.65,115.4125,4.1125,6,2,3,4,0.0,0
U00742,sthomas,29,1,christina80@gmail.com,1,327.99,327.99,1.51,10,1,1,1,0.0,2
U00743,kchandler,19,1,moralesmicheal@gmail.com,4,37.89,9.4725,1.96,9,0,3,4,0.6666666666666666,1
U00744,susan70,15,1,shannonbell@yahoo.com,1,0.0,0.0,2.98,8,0,1,1,1.0,1
U00745,colemanshannon,29,0,laura10@hotmail.com,2,0.0,0.0,2.335,1,0,2,2,2.0,1
U00746,brianwright,28,1,middletonmiranda@gmail.com,2,276.37,138.185,2.3600000000000003,1,0,2,2,2.0,1
U00747,scruz,28,0,fmiller@gmail.com,1,0.0,0.0,2.2,11,1,1,1,0.0,0
U00748,gyang,30,0,pwhite@gmail.com,2,0.0,0.0,2.335,1,0,2,2,2.0,1
U00749,suarezjason,18,1,shelly11@outlook.com,1,0.0,0.0,4.72,8,2,1,1,0.0,0
U00750,brittany20,23,0,brittany01@outlook.com,1,487.92,487.92,3.64,1,0,1,1,1.0,2
U00751,alex00,19,1,tkane@hotmail.com,1,0.0,0.0,1.28,9,1,1,1,0.0,0
U00752,gregoryramirez,30,1,johnnyhenderson@outlook.com,13,1666.65,128.20384615384614,2.8469230769230767,4,0,9,13,0.8333333333333334,3
U00753,fallen,28,1,piercejustin@hotmail.com,2,0.0,0.0,3.495,8,1,2,2,0.0,0
U00754,wchapman,33,1,daniel53@hotmail.com,1,490.9,490.9,4.55,0,1,1,1,0.0,2
U00755,fnelson,31,1,schmidtrussell@outlook.com,1,0.0,0.0,1.91,2,2,1,1,0.0,0
U00756,gloverronald,33,0,tara80@hotmail.com,1,0.0,0.0,4.1,6,2,1,1,0.0,0
U00757,greghiggins,22,0,chris37@yahoo.com,1,53.86,53.86,2.47,6,1,1,1,0.0,0
U00758,jacobcherry,16,1,wongana@yahoo.com,1,0.0,0.0,2.0,1,0,1,1,1.0,1
U00759,jerryfuentes,22,1,alec74@hotmail.com,1,0.78,0.78,3.89,7,0,1,1,1.0,1
U00760,donnahudson,21,0,steven45@gmail.com,13,1583.69,121.8223076923077,3.2353846153846155,9,1,9,13,0.125,3
U00761,vthomas,31,1,bellbrian@gmail.com,1,0.0,0.0,4.44,5,1,1,1,0.0,0
U00762,marieboyd,22,0,lbryant@gmail.com,1,346.71,346.71,1.23,10,0,1,1,1.0,1
U00763,ccook,16,1,nenglish@hotmail.com,1,0.0,0.0,3.02,3,2,1,1,0.0,0
U00764,millerjay,18,1,smithvictoria@yahoo.com,2,0.0,0.0,2.495,8,0,1,2,2.0,1
U00765,carrillonathaniel,31,0,brittany31@yahoo.com,11,1188.0,108.0,2.641818181818182,3,2,7,11,1.0,3
U00766,rebecca41,31,0,brockvirginia@outlook.com,3,0.0,0.0,4.333333333333333,8,2,2,3,1.0,0
U00767,iestes,16,0,idavis@yahoo.com,14,1529.52,109.25142857142858,3.0335714285714284,9,0,10,14,2.0,3
U00768,castilloallen,19,1,devon29@yahoo.com,2,0.0,0.0,3.59,4,0,2,2,0.5,1
U00769,nicholaswatkins,16,0,campbellsharon@gmail.com,1,0.0,0.0,4.45,4,0,1,1,1.0,1
U00770,pnorris,29,1,laurennavarro@gmail.com,1,0.0,0.0,4.73,7,2,1,1,0.0,0
U00771,ashley15,18,1,lewisjamie@outlook.com,1,285.05,285.05,1.96,1,1,1,1,0.0,2
U00772,lindseylawson,24,0,brandon45@yahoo.com,13,342.61,26.354615384615386,3.547692307692308,2,2,9,13,0.8,3
U00773,tlewis,25,0,jonesrachel@gmail.com,1,119.04,119.04,2.75,6,2,1,1,0.0,0
U00774,qarmstrong,27,1,jodyolson@outlook.com,1,0.0,0.0,2.38,2,0,1,1,1.0,1
U00775,timothy66,29,0,gregoryalison@hotmail.com,14,1391.4,99.38571428571429,3.281428571428571,9,1,8,14,0.2857142857142857,3
U00776,smithgloria,26,0,rbrown@yahoo.com,1,490.9,490.9,4.55,0,1,1,1,0.0,2
U00777,donaldcastillo,29,1,lewisrachael@outlook.com,4,999.88,249.97,3.6675,1,0,4,4,0.6666666666666666,2
U00778,darrencarey,33,1,kristina95@gmail.com,2,0.0,0.0,2.355,7,0,2,2,1.0,1
U00779,vargasemily,24,0,westvictor@gmail.com,1,0.0,0.0,2.38,2,0,1,1,1.0,1
U00780,christopherduran,32,0,haleygould@yahoo.com,1,0.0,0.0,2.43,9,2,1,1,0.0,0
U00781,lucasnorman,18,0,martindeborah@gmail.com,1,0.0,0.0,3.6,3,2,1,1,0.0,0
U00782,hholt,25,1,grodgers@hotmail.com,1,0.0,0.0,2.61,4,0,1,1,1.0,1
U00783,joliver,35,0,courtneyanthony@gmail.com,2,57.32,28.66,3.88,3,0,2,2,1.0,1
U00784,obrienjessica,22,0,stephaniereed@yahoo.com,2,299.57,149.785,4.21,3,1,2,2,0.0,0
U00785,fisherkathryn,17,0,menglish@yahoo.com,1,0.0,0.0,4.66,5,2,1,1,0.0,0
U00786,johnobrien,32,0,tduncan@gmail.com,13,1193.7,91.82307692307693,3.2807692307692307,6,0,8,13,1.75,3
U00787,alexisjones,29,0,nwatts@outlook.com,9,510.17,56.68555555555555,3.12,9,1,6,9,0.3333333333333333,3
U00788,dalton45,24,1,jessica89@yahoo.com,2,0.0,0.0,1.935,5,1,2,2,0.0,0
U00789,edwardbishop,17,0,hgeorge@gmail.com,2,37.89,18.945,2.475,3,0,2,2,0.5,1
U00790,weekssamuel,16,0,hensonkevin@yahoo.com,2,347.48999999999995,173.74499999999998,2.56,7,0,2,2,2.0,1
U00791,ggibbs,34,0,megan67@yahoo.com,2,89.59,44.795,3.305,0,2,2,2,0.0,0
U00792,ralphrobertson,20,1,piercestacy@hotmail.com,1,346.71,346.71,1.23,10,0,1,1,1.0,1
U00793,jasonchapman,19,1,amberrice@gmail.com,4,212.39,53.0975,3.45,5,0,3,4,1.0,1
U00794,zperkins,23,0,deanna03@yahoo.com,2,0.0,0.0,2.58,0,0,2,2,0.5,1
U00795,pkent,34,0,kellymoore@gmail.com,3,285.05,95.01666666666668,2.9466666666666668,1,1,3,3,0.0,0
U00796,belljacob,22,0,rachellewis@outlook.com,2,212.39,106.195,2.215,5,0,2,2,0.5,1
U00797,djohnson,20,1,brenda73@outlook.com,3,0.0,0.0,3.45,4,2,3,3,1.0,0
U00798,phillipgarza,19,0,ashleyjohnson@outlook.com,1,0.0,0.0,1.52,4,0,1,1,1.0,1
U00799,danielle30,26,0,april48@outlook.com,2,0.0,0.0,2.925,3,1,2,2,0.0,0
U00800,denniskara,29,0,petersonamber@yahoo.com,2,415.51,207.755,3.92,0,2,2,2,0.0,2
U00801,pmorse,32,0,kellieandrade@hotmail.com,2,415.51,207.755,3.92,0,2,2,2,0.0,2
U00802,garciabradley,31,1,susan84@outlook.com,2,119.04,59.52,2.95,1,0,2,2,1.0,1
U00803,vyoung,26,1,murphyelijah@hotmail.com,3,276.37,92.12333333333332,2.9633333333333334,1,0,3,3,2.0,1
U00804,alexander76,24,0,volson@hotmail.com,2,89.59,44.795,1.98,0,1,2,2,0.0,0
U00805,shelly99,18,0,fosterabigail@gmail.com,1,0.0,0.0,4.11,8,2,1,1,0.0,0
U00806,hollowaybrian,27,1,hardyann@hotmail.com,1,0.0,0.0,3.65,3,1,1,1,0.0,0
U00807,mark87,35,0,theresa07@outlook.com,1,342.61,342.61,4.84,10,2,1,1,0.0,2
U00808,randalljensen,27,0,sandrashaw@outlook.com,1,0.0,0.0,3.64,0,1,1,1,0.0,0
U00809,terrismith,24,1,phansen@gmail.com,1,490.9,490.9,4.55,0,1,1,1,0.0,2
U00810,nshort,28,1,kelsey23@hotmail.com,1,276.37,276.37,2.72,4,0,1,1,1.0,1
U00811,rachel13,25,0,kimberly43@gmail.com,3,487.92,162.64,3.053333333333333,11,1,2,3,0.3333333333333333,0
U00812,greenbradley,24,0,jenniferpalmer@yahoo.com,3,285.05,95.01666666666668,3.64,4,1,2,3,0.3333333333333333,0
U00813,oberg,33,1,andersonanthony@hotmail.com,4,0.0,0.0,3.815,1,2,4,4,0.5,0
U00814,dana01,21,0,hhoover@yahoo.com,1,0.0,0.0,2.01,8,0,1,1,1.0,1
U00815,blevinskenneth,17,1,pcardenas@outlook.com,2,415.51,207.755,3.92,0,2,2,2,0.0,2
U00816,nortonjennifer,34,1,christopher24@hotmail.com,3,89.59,29.863333333333333,2.106666666666667,0,2,3,3,0.0,0
U00817,xwilkins,35,0,adaugherty@gmail.com,1,0.0,0.0,3.32,11,1,1,1,0.0,0
U00818,josephthornton,20,0,cynthia81@gmail.com,1,0.0,0.0,4.79,8,0,1,1,1.0,1
U00819,macdonaldbarry,28,0,greenangela@yahoo.com,14,1143.41,81.67214285714286,3.027857142857143,2,0,9,14,0.8333333333333334,3
U00820,rhunt,31,0,georgeamanda@hotmail.com,3,487.92,162.64,3.126666666666667,1,0,3,3,0.5,1
U00821,sarawashington,23,1,ashley12@yahoo.com,13,1597.3,122.86923076923075,2.9061538461538463,0,1,11,13,0.375,3
U00822,iweber,35,0,allenjason@gmail.com,1,0.0,0.0,2.43,9,2,1,1,0.0,0
U00823,burgessashley,22,1,jsalinas@outlook.com,1,212.39,212.39,3.15,5,0,1,1,1.0,1
U00824,mary48,27,1,josesmith@yahoo.com,1,0.0,0.0,4.1,6,2,1,1,0.0,0
U00825,odavis,26,1,richard58@gmail.com,3,487.92,162.64,3.703333333333333,1,0,3,3,2.0,1
U00826,jamespatel,16,1,maddoxashley@outlook.com,1,53.86,53.86,2.47,6,1,1,1,0.0,0
U00827,joshua59,26,0,morrisonbrian@yahoo.com,2,0.0,0.0,4.41,6,2,2,2,0.0,0
U00828,tanya22,25,1,brian39@hotmail.com,3,592.85,197.61666666666667,3.9066666666666654,0,2,3,3,1.0,2
U00829,hthomas,22,1,householly@hotmail.com,16,1338.31,83.644375,3.054375,2,1,8,16,0.375,3
U00830,cookreginald,26,0,qhiggins@outlook.com,1,326.02,326.02,2.69,1,2,1,1,0.0,2
U00831,stephanie39,18,1,henryanderson@yahoo.com,2,0.0,0.0,3.16,4,0,2,2,0.5,1
U00832,chumphrey,20,0,fingram@yahoo.com,1,0.0,0.0,3.85,9,1,1,1,0.0,0
U00833,anna24,32,0,yangryan@hotmail.com,3,0.0,0.0,2.0066666666666664,7,0,3,3,1.0,1
U00834,connor47,30,1,foxrachel@gmail.com,1,0.0,0.0,2.2,11,1,1,1,0.0,0
U00835,jonesnatalie,33,0,johnstonheather@hotmail.com,1,0.0,0.0,3.02,3,2,1,1,0.0,0
U00836,vlee,29,0,mgonzalez@gmail.com,15,931.7,62.11333333333334,2.886,5,1,9,15,0.375,3
U00837,summersbenjamin,28,1,tina58@outlook.com,4,285.05,71.2625,2.5175,9,1,3,4,0.25,0
U00838,johnmclean,25,0,ibailey@hotmail.com,12,1027.19,85.59916666666668,2.8408333333333338,3,0,8,12,1.0,3
U00839,richardgonzales,33,1,anne86@outlook.com,1,0.0,0.0,4.94,2,1,1,1,0.0,0
U00840,kristen96,18,1,evanschad@gmail.com,3,394.26,131.42,2.4533333333333336,2,2,3,3,0.0,2
U00841,potterchristine,29,0,zjones@hotmail.com,1,0.0,0.0,1.91,2,2,1,1,0.0,0
U00842,johnsonmichael,21,0,slucas@hotmail.com,2,89.59,44.795,2.78,0,1,2,2,0.0,0
U00843,danielrivera,21,1,shieldsjustin@outlook.com,1,276.37,276.37,2.72,4,0,1,1,1.0,1
U00844,bellnicholas,26,1,rachelharris@gmail.com,1,0.0,0.0,4.72,8,2,1,1,0.0,0
